coords,points,values
"18.4542979695,-66.0098887037;18.6548384581,-66.3962572285;18.5795066613,-67.1945101991;18.3383731454,-67.372489699;17.0957062433,-67.6413727068;16.983432437,-68.3252222545;15.5851132125,-73.1223757983;14.5950623748,-75.3984720542;12.6149606992,-75.5311592798;11.3289152811,-74.8473097321;11.1202054309,-74.8686607319",point,value
"18.4542979695,-66.0098887037;19.6170069773,-66.1304322561;20.64620395,-66.786731775;22.6449343029,-68.9793688039;27.3434422221,-77.5410943454;27.2837786295,-78.8984410776;26.374284649,-80.0669043621;25.3883546823,-80.1535862854;24.8364664505,-80.5712314338;24.2994941169,-81.5705966102;23.9116807649,-83.0472705277;21.6593801433,-86.328768122;17.4829286596,-87.3132174003;15.9764229459,-88.7003959288;15.7231329589,-88.5898389187;13.9253692051,-90.8176621827;9.85648517652,-90.5557679272;2.47469925803,-82.7139090784;-0.344732421946,-83.4397033722;-3.02458827618,-83.8863460146",6,value
"37.6817593347,131.319619823;35.2005464254,129.40914674;35.178228,129.195528",8,value
"37.6817593347,131.319619823;37.7806052274,137.546911066;37.5301696543,138.030661289;37.170251,138.224702",2,value
"42.7482301214,132.847214046;37.6817593347,131.319619823",3,value
"22.224505,113.928274;21.9048814965,114.800844071;22.0246318525,115.469886988;22.9069365527,118.299544776;23.6346676608,119.423664794;27.7021833682,122.682051033;31.7696990757,126.683961648;32.7537754566,127.383749297;35.178228,129.195528;31.5429385856,128.868156446;30.4389796254,129.926824782;30.1955425213,130.447666958;30.2125265053,131.14967163;33.56969401,137.207292591;33.8923897061,138.277283584;34.4811678182,140.105892528;35.026511,139.994003;34.4075705542,140.27363558;33.8018084581,138.586559835;29.6703361299,134.381625783;27.5053680921,130.729608992;26.9367906276,129.833006067;26.0401877028,128.98013987;25.121716414,125.699885268;25.1873215061,123.141286677;24.8599206959,121.825760638;24.149244216,122.480081672;22.9490426797,122.14606332;21.1883696714,120.849619208;20.7807540553,118.454877463;21.2510159827,115.378017451;22.224505,113.928274",4,value
"18.0,180.0;13.8861758316,145.189512369;13.553344182,144.812489045;17.6350150419,141.304795158;31.7036142343,132.065091082;32.218429,131.562095;31.8227955213,133.497451475;33.541337757,136.710378263;34.2885300333,138.933275285;34.8667199775,139.242996671;35.2953283218,139.254694223;34.6901458819,139.652447851;34.4192886817,142.426399178;34.6527862681,144.462498131;40.5,180.0",point,value
"18.0,-180.0;22.3688784498,-159.123590722;21.4760545372,-158.233413103;22.1204932472,-157.844406929;32.6892836171,-129.329785672;35.2281823969,-120.849216673;36.6261890781,-123.396829125;39.6509688784,-124.876100998;42.4549618321,-124.876100998;43.251167,-124.3845;40.5,-180.0",point,value
"1.31939267269,103.641213214;1.16948245489,103.642957658;1.11592321508,103.569922331;1.11592321508,103.467672873;1.82193137621,102.260155466;2.18909637848,102.241384267;2.10433464067,101.821943504;2.75636278233,101.24698817;3.96692583223,100.241605299;5.48525914905,98.9489701774;6.04880875254,98.4643175184",4,value
"6.04880875254,98.4643175184;6.51116003879,98.0666954123;8.35778164033,96.5483620954;8.82969604961,96.1380017395;9.09643028094,95.6045332769;9.85559693935,92.793564839;10.4395279633,90.5237684393",3,value
"6.57074110906,100.004282941;6.38805193202,99.4003665689;6.04880875254,98.4643175184",4,value
"10.4395279633,90.5237684393;11.1277140426,87.8487225504;13.2000338399,80.7494883934;13.0604848806,80.2871408365;12.6665653772,80.4212001087;10.7994257579,81.1188127137;8.68606992505,81.8779793721;7.22929066161,82.185749639;5.64936433726,81.6428791608;5.54823724452,79.9237185841;6.934444,79.842778;6.50002164685,79.27531546;6.04197540323,78.6090663784;5.94679696299,78.3235310577;5.95717355833,78.0821460801;6.57271409217,76.8100289768;7.96793930223,75.6815379981;10.7994257579,74.0811326101;13.3026239289,72.9936776669;15.887894171,72.5422812755;17.6319256836,72.5627992932;19.0806066088,72.8243698047;19.2323310716,71.988294795;17.693479737,67.084488542",2,value
"15.8360907191,61.1722361751;14.7799212101,57.8103444987;14.1643806763,55.5123265057;12.2151689858,44.4325968965;12.3793131281,44.0017185228;12.8717455552,43.3246239356;13.7335023026,43.2015158288;14.4516329254,42.8527095263;15.6211599397,42.0730248501;18.2474662175,40.0007050528;19.7247634987,39.2415383944;20.4018580859,39.0568762342;21.5314985459,39.1410761639;22.4331418476,38.0309753445;24.9568580364,36.3690159031;27.5831643141,34.5429123194;28.3012949369,33.4964934118;28.793727364,33.1476871093;29.1425336665,32.7578447712;29.9858921028,32.5440131763;30.0046324987,32.1251763632;30.0994341204,31.1912431081;30.8044931079,30.0084303867;31.2189695239,29.9168428868;32.5690426383,29.1671916571;32.999921012,27.9976646428;33.4718354212,26.5408853794;33.9232318127,24.0992412618;34.2104840619,20.2213358985;34.6823984711,17.2462233183;35.5031191829,14.3531828092;37.0830065531,11.9320567094;37.698547087,9.05953421814",4,value
"17.693479737,67.084488542;15.8360907191,61.1722361751",1,value
"21.583,92.00166666;21.3251688867,91.8702540382;19.9709797122,91.5009297179;16.7291329006,90.9469432374;12.7486374484,90.6391729705;10.4395279633,90.5237684393",3,value
"24.8191724735,67.0128361258;24.1566553424,66.7562002573;23.1307544526,66.5920561149;20.2787499791,66.6946462039;17.693479737,67.084488542",2,value
"25.1246910467,56.3590009694;25.3261823567,56.8049616268;25.3672183923,57.687236392;25.2235922677,58.8772814241;24.690123805,60.3135426697;23.8694030932,61.2778895061;23.0076463459,61.3189255417;15.8360907191,61.1722361751",1,value
"36.9,7.7666666;38.9296281547,7.04876847424",4,value
"37.698547087,9.05953421814;37.266666,9.8666666",6,value
"37.698547087,9.05953421814;38.1499434785,7.95156125722",2,value
"38.1499434785,7.95156125722;38.9296281547,7.04876847424",4,value
"38.1794107953,13.0931389153;38.293569603,12.3013810297;38.3346056386,9.28523241388;38.3551236564,8.71072791563;38.1499434785,7.95156125722",2,value
"38.9296281547,7.04876847424;41.3302362367,5.69457929978;42.7963504713,5.19644993256;43.2853628432,5.37469108526",6,value
"0.180556503883,105.335159833;-1.06467424536,106.472109647;-2.29185817215,106.869139741;-4.06044677252,107.121795256;-5.57637985855,107.031561143;-6.09815434872,106.846309838;-5.86512901779,106.670624694;-5.73880126062,106.002892264;-6.13583135458,105.623908992;-6.47872098119,105.082504318;-7.47129621609,104.775708337;-9.63691491042,104.902036094;-16.115724171,106.002892264;-27.3949882039,110.117567783;-31.1487272741,113.239668067;-31.9066938171,114.936069378;-32.0460169762,115.731490394",4,value
"0.740007999919,103.69289899;0.180556503883,105.335159833",3,value
"0.740007999919,103.69289899;1.12181108743,103.737593073;1.31939267269,103.641213214;1.12223405984,104.199478935;1.79898990181,104.810815046",6,value
"1.79898990181,104.810815046;0.180556503883,105.335159833",3,value
"1.79898990181,104.810815046;1.63656849974,105.785343458;2.65170226271,107.585513998;3.77511696039,109.142052435;5.83245472001,111.09110926;7.92588612453,112.663438666",6,value
"2.43553793242,103.859569087;2.24564875752,104.418296658;1.79898990181,104.810815046",6,value
"3.55531230255,100.011347209;2.34617519821,101.418999361;1.04680398162,103.205634783;0.740007999919,103.69289899",point,value
"3.73424352787,98.7990223291;3.55531230255,100.011347209",point,value
"4.74399404714,114.57658629;7.92588612453,112.663438666",6,value
"4.98783788258,78.7768810499;5.3608138983,81.9782585181;6.41757927617,87.3553294114;6.60406728403,92.70131897;6.53594828172,95.1876625542",2,value
"6.53594828172,95.1876625542;6.47974194545,97.2391938279;6.57074110906,100.004282941;5.81116510915,99.885019452;5.56165,100.3581333;3.55531230255,100.011347209",point,value
"6.84319815787,79.85155395;6.13784726438,78.9322877231;4.98783788258,78.7768810499",point,value
"7.92588612453,112.663438666;10.5968158475,114.558355023;12.888762299,115.514836613",3,value
"8.28245935475,74.4565755345;5.88919658723,76.8187569674;4.98783788258,78.7768810499",point,value
"9.9638,76.2379;9.43441131996,75.1801878566;8.28245935475,74.4565755345",5,value
"12.888762299,115.514836613;15.8527366312,109.262088609;16.0144495385,108.261814147",7,value
"12.888762299,115.514836613;15.4333642649,116.164522222;18.0501535205,116.308896801;19.22319698,116.308896801",1,value
"13.7489438645,121.047363691;13.6106351971,120.35063308;13.5835649635,119.795693289;14.4362773244,119.024191629;17.4546083796,117.603004361;18.6727688951,116.953318753;19.22319698,116.308896801",1,value
"15.3826420206,60.4362337202;16.5646637454,64.2434432291;17.664566462,67.6069138553",3,value
"16.1697673487,95.7920455067;15.3379223187,95.6229644264;12.4162768623,95.2499884107;9.61895674441,95.0635004029;6.53594828172,95.1876625542",2,value
"17.664566462,67.6069138553;18.7092758358,70.8016048388;19.0806066088,72.8243698047;17.1717210627,71.970068763;14.2189942716,72.0011500977;11.6703248309,72.8092647984;8.28245935475,74.4565755345",5,value
"19.22319698,116.308896801;21.5512370764,114.161324929;22.1870011403,113.551857476;21.7723106514,114.165084684",4,value
"21.7723106514,114.165084684;22.4806484327,116.128428577;23.2265837607,118.077485402",2,value
"22.2448901206,114.184136358;21.7723106514,114.165084684",4,value
"23.2265837607,118.077485402;26.2716766234,120.806421082",2,value
"23.2265837607,118.077485402;22.8460965874,118.724915157;22.2569002387,120.64681561;21.8986384086,120.525085697;21.6820765391,121.621430161;22.0745949275,122.09515925;23.468711962,122.798985326;26.2569460309,122.56888834;27.6300084392,122.023723911",1,value
"23.3454716819,116.747207012;23.2265837607,118.077485402",2,value
"23.6278238899,58.6293283906;24.1475381066,59.1635875984",4,value
"24.1475381066,59.1635875984;22.9761603073,60.2825156455;21.8047825079,60.7545634154;18.080850101,60.579730908;15.3826420206,60.4362337202",2,value
"24.8191724735,67.0128361258;23.1509928146,66.891184424;20.9131367203,67.1883996865;18.6053476231,67.5205814505;17.664566462,67.6069138553",3,value
"25.1246910467,56.3590009694;24.7944183839,57.0830807607;24.1475381066,59.1635875984",4,value
"24.8599206959,121.825760638;25.1541373043,122.229098028;26.2716766234,120.806421082",2,value
"26.2716766234,120.806421082;27.6300084392,122.023723911",1,value
"26.212411,127.675053;26.7848155877,125.411262876;29.6188112105,123.658961745",5,value
"27.6300084392,122.023723911;29.6188112105,123.658961745",5,value
"29.6188112105,123.658961745;30.8784364807,124.694653634;32.8515557355,126.980584478;34.7348672348,128.720897698;34.778,128.640536",6,value
"31.1685911147,121.72700058;30.5340429522,123.110293013;29.6188112105,123.658961745",5,value
"31.7804339908,29.1567444068;31.2189695239,29.9168428868;31.6886469244,30.3762011457;31.7017593625,30.8220240395;30.9936877076,31.4907583802;30.2462787386,32.3037295394;29.9858921028,32.5440131763;29.0137095617,33.0642509465;28.6465612962,33.195375327;27.4271045573,34.4279445039;22.1952417744,38.0076400923;21.5314985459,39.1410761639;20.3726128851,38.3354510436;18.8777949471,38.7157117471;17.5665511418,39.6204699727;15.9012715091,41.0890630346;14.3015540667,42.5183187824;13.3836834031,43.0165914284;12.9903102615,43.1214909328;12.0593271597,43.7246630832;11.5732464678,43.1620512263;11.9957075529,43.9784130418;13.8916689661,55.633913533;15.3826420206,60.4362337202",2,value
"34.4291464774,27.963512544;31.7804339908,29.1567444068",8,value
"34.7188391939,32.4661021062;33.7458427611,31.9246829505;32.3646659529,29.6868268562;31.7804339908,29.1567444068",8,value
"35.2683425128,22.5087383141;34.8487444951,25.0787761724;34.4291464774,27.963512544",4,value
"35.5213240051,24.0061446437;35.6515170914,23.7774881072;35.4766845841,23.1306078299;35.2683425128,22.5087383141",1,value
"36.7716406358,28.2543479901;36.7690875359,28.3464892993;35.3892683304,28.4629993046;34.4291464774,27.963512544",4,value
"-18.015,49.416666666;-19.0109487695,52.3623361532;-20.1137529489,54.842650721;-20.9,55.53333333;-20.3093500488,55.8507280821;-20.0836610874,56.1817385589;-19.9031099182,56.9641269586;-20.0412268608,57.5111582109",point,value
"13.0604848806,80.2871408365;12.7493538404,80.5690725799;8.29032414297,95.8498243508;3.8141443313,99.8972513069;2.51073565051,101.080609188;0.984375484847,103.618826093;1.25387380392,103.970776229;1.34636181084,103.97",7,value
"-26.204444,28.045556;-28.96246667,31.76831667",7,value
"-4.05971467174,39.689281069;-1.28,36.81;0.3,32.567;-1.93333,30.05",5,value
"12.0468014718,43.8364100238;11.5732464678,43.1620512263",3,value
"12.0468014718,43.8364100238;12.094390692,44.4169985093;12.5293561638,46.6560713157;13.1147035713,48.9260771153;13.3574085939,49.5114245227;13.5858368504,50.3109234207;13.9570327673,52.1811797713;14.628040771,53.5660260767;15.0135134539,54.7224441255;15.5703073293,56.7354681364;15.7130749896,58.1345912079;16.4982971215,58.5343406568;17.925973725,60.0334010905;19.2394362003,62.8887542975",5,value
"19.2394362003,62.8887542975;18.6088790337,69.0313328841;18.3947275432,69.3025914387;18.7516466941,70.7302680422;18.9086911205,72.3149890721;19.0806066088,72.8243698047",7,value
"21.408076961,38.5304895846;20.9650213217,38.5523806259;19.5849339383,39.4756114961;18.6902566001,40.1418605778;18.3000249952,40.0752356696;15.6064751366,41.9312152541;15.1876899995,41.8931438781;14.169280689,42.5784286477;13.5791743596,42.683124932;13.1032821584,43.2446777294;12.6511845673,43.3327177866;12.2585735014,43.7967126827;12.0468014718,43.8364100238",8,value
"21.7371564181,38.5447663506;21.408076961,38.5304895846",6,value
"21.7371564181,38.5447663506;21.5314985459,39.1410761639;21.5651213874,38.8552860119;21.408076961,38.5304895846",6,value
"25.1246910467,56.3590009694;24.6878070384,57.3350923099;24.4111946964,57.4153991189;24.2755654191,57.7050984963;23.7335564753,57.7469422067;24.1899048229,57.9430445969;24.3136367952,58.3237583578;24.4647325691,58.9340901058;23.3511448183,61.2469262035;22.3660479619,62.3890674863;20.1959795246,62.9173078296;19.2394362003,62.8887542975",5,value
"29.1162335899,32.6579715849;29.0040303299,32.7394763617;28.5757273488,33.0440473704;28.1950135879,33.5484931037;27.7619516848,33.8435462684;27.5953894144,34.091010213;27.5049698962,34.4050990658;27.1194972133,34.9380983311;25.8726596462,36.0469271598;25.3215625455,36.5326297127;24.2665234673,37.1486176055;22.7198738135,38.2669642782;21.7371564181,38.5447663506",6,value
"34.9217498514,14.1963367432;32.84785,13.4682333333",3,value
"34.9217498514,14.1963367432;34.6290761477,15.8310264542;33.8486899697,20.206643635;33.6106668372,21.8177503449;33.0967032599,24.1972113507;31.8593835369,27.4047247866;31.4382577547,28.8391407142;31.0675111111,29.6881166667",7,value
"36.0243920815,-5.3230560682;36.1338472878,-4.98755206638;35.9526116745,-3.4930522663;36.1048971789,-2.82680318467;36.1048971789,-2.04633997476;37.1114091843,0.756665090109;37.4802256402,1.4467087818;37.9727740684,4.20212462655;38.0727114307,6.6720051506;38.468653742,6.95087798049",point,value
"36.1736316245,-5.31892080881;36.0243920815,-5.3230560682",2,value
"37.7326071376,-11.1544011552;36.7417655282,-10.7676975399;36.6086190418,-10.3948873781;35.9622881492,-9.8123851479;35.9660952868,-7.62351896864;36.0517558831,-6.38619924561;35.9387314853,-5.69187252411;36.0243920815,-5.3230560682",2,value
"37.7326071376,-11.1544011552;38.1418744306,-10.1264740007;38.0562138344,-9.71720670767;38.4356532441,-9.11282662206",6,value
"38.468653742,6.95087798049;37.8972658392,8.19533608654;37.8318306615,9.14712048887;37.3511795383,11.0768633646;37.0585058346,11.4195057494;36.6516180026,11.5479966438;36.0281992191,12.9947089353;35.7069719833,13.4706011365;34.9217498514,14.1963367432",2,value
"38.468653742,6.95087798049;39.429004204,6.68628191664;40.3855475283,6.37219306387;41.1564928942,7.21452225993;43.0553027769,7.64282524098;43.7327,7.4197",7,value
"50.7933,-4.5565;50.79265,-4.55936666667;50.7890166667,-4.58398333333;50.78765,-4.59928333333;50.7865666667,-4.61286666667;50.75085,-4.8941;50.7464833333,-4.93045;50.7455833333,-4.94205;50.7447,-4.94945;50.7442166667,-4.95831666667;50.7396833333,-5.00295;50.7385833333,-5.0192;50.7366833333,-5.0396;50.73625,-5.04261666667;50.73335,-5.05551666667;50.7328,-5.05895;50.7244333333,-5.13866666667;50.7241333333,-5.14341666667;50.7233166667,-5.16858333333;50.7192,-5.20738333333;50.7188166667,-5.20943333333;50.7151,-5.22266666667;50.71285,-5.22813333333;50.7120666667,-5.23033333333;50.7078166667,-5.25013333333;50.6932166667,-5.31516666667;50.6874333333,-5.34523333333;50.6847333333,-5.35436666667;50.6771666667,-5.38775;50.6753,-5.39631666667;50.6741333333,-5.40598333333;50.6710833333,-5.41985;50.6664833333,-5.43446666667;50.6618833333,-5.45476666667;50.6445166667,-5.53475;50.6275,-5.61968333333;50.6235,-5.63405;50.6222666667,-5.63958333333;50.5973333333,-5.75201666667;50.5959,-5.75973333333;50.5645166667,-5.89773333333;50.5446666667,-5.97805;50.5412333333,-5.98895;50.5387166667,-5.9988;50.5349666667,-6.01361666667;50.5321333333,-6.028;50.5275666667,-6.04566666667;50.5104166667,-6.11173333333;50.5084666667,-6.12035;50.5012333333,-6.15228333333;50.4837,-6.22016666667;50.4751166667,-6.2527;50.4649666667,-6.29236666667;50.46185,-6.30648333333;50.45895,-6.3165;50.4574166667,-6.324;50.4558,-6.3348;50.4474666667,-6.38205;50.4452166667,-6.40533333333;50.4439333333,-6.4307;50.44245,-6.44215;50.44085,-6.46306666667;50.4398333333,-6.47376666667;50.43365,-6.52958333333;50.4302166667,-6.56431666667;50.4293666667,-6.58238333333;50.4268166667,-6.60295;50.4254,-6.62086666667;50.4253333333,-6.62975;50.4254666667,-6.63141666667;50.42895,-6.64886666667;50.4298833333,-6.65711666667;50.4320666667,-6.67081666667;50.4349666667,-6.68266666667;50.4380166667,-6.69206666667;50.43935,-6.69513333333;50.4408333333,-6.69856666667;50.4422166667,-6.70131666667;50.4540833333,-6.72991666667;50.4569666667,-6.73571666667;50.4632166667,-6.75113333333;50.4668166667,-6.76231666667;50.4756833333,-6.78948333333;50.4784833333,-6.79938333333;50.48545,-6.8204;50.4863333333,-6.82343333333;50.48755,-6.82658333333;50.4892166667,-6.83091666667;50.4916166667,-6.83991666667;50.4929666667,-6.84925;50.4946333333,-6.87645;50.4972333333,-6.91003333333;50.4969833333,-6.92096666667;50.4968,-6.92261666667;50.4954333333,-6.92891666667;50.4928,-6.9425;50.4909,-6.9476;50.4889833333,-6.95765;50.4878666667,-6.96955;50.4736833333,-7.04525;50.4717833333,-7.05043333333;50.4682666667,-7.0696;50.4671666667,-7.07715;50.4617666667,-7.10738333333;50.4600166667,-7.11528333333;50.4585833333,-7.12091666667;50.4530333333,-7.1469;50.4365833333,-7.22755;50.4291833333,-7.25265;50.4199166667,-7.27508333333;50.4159333333,-7.28308333333;50.4019166667,-7.30843333333;50.3830333333,-7.33853333333;50.3684166667,-7.36508333333;50.3638666667,-7.3756;50.3367666667,-7.42445;50.3061333333,-7.47813333333;50.2457333333,-7.58391666667;50.2320333333,-7.60818333333;50.2269,-7.61581666667;50.15825,-7.7379;50.1572,-7.73945;50.1518833333,-7.74581666667;50.1391,-7.76833333333;50.13785,-7.77085;50.1291166667,-7.79133333333;50.1212166667,-7.80548333333;50.0789833333,-7.87681666667;50.0641,-7.901;50.0593666667,-7.9056;50.0356,-7.93028333333;50.0147666667,-7.94613333333;50.0135333333,-7.94685;50.0094666667,-7.94841666667;50.0062666667,-7.94965;50.0053,-7.95015;50.00105,-7.95371666667;50.0000166667,-7.95455;49.9972666667,-7.95653333333;49.9203,-8.00958333333;49.90405,-8.0194;49.9025,-8.0201;49.8762,-8.027;49.82235,-8.03168333333;49.7340666667,-8.03943333333;49.59825,-8.05685;49.512,-8.0678;49.4943,-8.06865;49.4693166667,-8.06991666667;49.4631833333,-8.07125;49.4459833333,-8.07105;49.4328666667,-8.07168333333;49.4177333333,-8.07193333333;49.4124333333,-8.0727;49.4089833333,-8.07286666667;49.3943,-8.07361666667;49.3890333333,-8.07278333333;49.379,-8.07305;49.3234333333,-8.07606666667;49.3199,-8.07711666667;49.3047833333,-8.07785;49.2795833333,-8.08083333333;49.2369166667,-8.08338333333;49.2281333333,-8.08225;49.1930333333,-8.08381666667;49.1721333333,-8.08475;48.9737166667,-8.09998333333;48.9003666667,-8.10556666667;48.87965,-8.10198333333;48.8780666667,-8.1016;48.87095,-8.09776666667;48.86375,-8.0939;48.8627,-8.09356666667;48.8568,-8.09248333333;48.5889833333,-8.06868333333;48.57615,-8.06665;48.5661666667,-8.06348333333;48.5647833333,-8.06328333333;48.5412666667,-8.06438333333;48.54005,-8.06428333333;48.53185,-8.0625;48.5307333333,-8.06203333333;48.5257833333,-8.05891666667;48.51145,-8.05055;48.4594166667,-8.02006666667;48.3201833333,-7.93846666667;48.2314166667,-7.88171666667;48.1968166667,-7.8573;48.1514833333,-7.82763333333;48.1454,-7.82083333333;48.14445,-7.81948333333;48.1393833333,-7.80995;48.13615,-7.80118333333;48.1331833333,-7.79311666667;48.1294166667,-7.78706666667;48.1285666667,-7.78611666667;48.1257166667,-7.78358333333;48.1093833333,-7.77708333333;48.1084666667,-7.77691666667;48.1025,-7.77653333333;48.0926666667,-7.7782;48.0914,-7.7781;48.0874833333,-7.77733333333;48.0863166667,-7.77743333333;48.0754166667,-7.77966666667;48.0695,-7.78171666667;48.0307833333,-7.78778333333;48.0224666667,-7.78981666667;48.0121666667,-7.79156666667;47.9971166667,-7.79325;47.9925166667,-7.79435;47.9806833333,-7.7953;47.9778833333,-7.79563333333;47.9511,-7.80043333333;47.9490166667,-7.80091666667;47.9338833333,-7.80523333333;47.9220166667,-7.80748333333;47.9202666667,-7.80805;47.9153166667,-7.81146666667;47.9065833333,-7.82011666667;47.8878,-7.84506666667;47.8196333333,-7.93475;47.81855,-7.93638333333;47.81025,-7.95046666667;47.7425,-8.07451666667;47.6355833333,-8.25166666667;47.6344833333,-8.2534;47.6321666667,-8.25563333333;47.629,-8.25745;47.6194333333,-8.26126666667;47.6179333333,-8.26186666667;47.6120166667,-8.26476666667;47.6077166667,-8.2671;47.6033666667,-8.27023333333;47.5991833333,-8.27408333333;47.59555,-8.2778;47.5837666667,-8.28978333333;47.57625,-8.2972;47.5706,-8.30246666667;47.5684833333,-8.30443333333;47.5604166667,-8.31095;47.5554833333,-8.31465;47.5430333333,-8.32291666667;47.5259333333,-8.33366666667;47.51985,-8.3373;47.5144,-8.34055;47.5087,-8.34345;47.5060166667,-8.34461666667;47.5027666667,-8.34603333333;47.5016833333,-8.3465;47.4932,-8.34911666667;47.4836666667,-8.35111666667;47.4398333333,-8.35781666667;47.3152833333,-8.37796666667;47.3019166667,-8.38013333333;47.2230333333,-8.39286666667;47.2108333333,-8.3946;47.1979333333,-8.3958;47.18735,-8.39608333333;47.18145,-8.39588333333;47.1732166667,-8.3956;47.1635833333,-8.3947;47.1081333333,-8.38865;47.0637166667,-8.38386666667;46.9696666667,-8.37471666667;46.9456333333,-8.3729;46.9406,-8.37281666667;46.93585,-8.37273333333;46.9255166667,-8.37366666667;46.9141,-8.3764;46.9019333333,-8.38146666667;46.8895333333,-8.3888;46.87735,-8.39721666667;46.8661333333,-8.40611666667;46.8568666667,-8.41523333333;46.8442833333,-8.43291666667;46.8341666667,-8.45241666667;46.82425,-8.47446666667;46.8153833333,-8.49805;46.8076166667,-8.52343333333;46.80135,-8.55261666667;46.79755,-8.57733333333;46.7947166667,-8.60016666667;46.7903666667,-8.63663333333;46.7891,-8.64735;46.7867833333,-8.6668;46.77685,-8.74521666667;46.7676833333,-8.81756666667;46.7652333333,-8.83696666667;46.7611166667,-8.86416666667;46.7571333333,-8.88441666667;46.7518333333,-8.90428333333;46.7451,-8.92386666667;46.7388333333,-8.93908333333;46.7307833333,-8.95648333333;46.7203,-8.97803333333;46.7149,-8.98805;46.7071833333,-9.0003;46.6971166667,-9.0132;46.6807666667,-9.0293;46.6390666667,-9.06561666667;46.5352333333,-9.15698333333;46.5206,-9.16915;46.5063,-9.18023333333;46.0482284877,-9.39681228324;44.8025806512,-10.765954146;43.3891808137,-12.1044009618;42.1203332323,-12.2679889059;41.2827629583,-11.7920967048;38.6272844758,-11.7540253287;37.7326071376,-11.1544011552",2,value
